id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,avg_income,crime_rate
6054650070,20141007T000000,400000.0,3,1.75,1370,9680,1.0,0,0,4,7,1370,0,1977,0,37,47.6127,-122.045,1370,10208,72556,6.656028220687347
1175000570,20150312T000000,530000.0,5,2.0,1810,4850,1.5,0,0,3,7,1810,0,1900,0,45,47.67,-122.394,1360,4850,52166,5.436123276887152
9297300055,20150124T000000,650000.0,4,3.0,2950,5000,2.0,0,3,3,9,1980,970,1979,0,56,47.5714,-122.375,2140,4000,78687,8.133224917125075
1875500060,20140731T000000,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,11,47.7277,-121.962,1890,14018,93975,3.6058621460471354
6865200140,20140529T000000,485000.0,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,42,47.6648,-122.343,1610,4300,105821,6.148155589347786
16000397,20141205T000000,189000.0,2,1.0,1200,9850,1.0,0,0,4,7,1200,0,1921,0,1,47.3089,-122.21,1060,5095,77698,6.023843153744317
7983200060,20150424T000000,230000.0,3,1.0,1250,9774,1.0,0,0,4,7,1250,0,1969,0,2,47.3343,-122.306,1280,8850,45172,7.709272238570907
6300500875,20140514T000000,385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,57,47.7025,-122.341,1400,4980,87360,8.501499900739413
7137970340,20140703T000000,285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,0,40,47.3266,-122.169,2240,7005,89769,9.999956876397144
8091400200,20140516T000000,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,18,47.3533,-122.166,1220,8386,88597,3.514198016402755
3814700200,20141120T000000,329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,0,18,47.3739,-122.172,2200,6865,88597,3.514198016402755
1202000200,20141103T000000,233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,1,47.3048,-122.218,1030,4705,77698,6.023843153744317
1794500383,20140626T000000,937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,53,47.6386,-122.36,1760,3573,99311,7.608586321408136
3303700376,20141201T000000,667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,48,47.6221,-122.314,1860,3861,52630,1.518838681773218
5101402488,20140624T000000,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,49,47.695,-122.304,1520,6235,75152,3.7575494936280354
1873100390,20150302T000000,719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,28,47.7073,-122.11,2630,6026,57197,5.58492769527918
8562750320,20141110T000000,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,15,47.5391,-122.07,2580,3980,93924,3.9779560738167374
2426039314,20141201T000000,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,57,47.7274,-122.357,1390,1756,87360,8.501499900739413
461000390,20140624T000000,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,51,47.6823,-122.368,1460,5000,42345,2.187551199191474
7589200193,20141110T000000,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,51,47.6889,-122.375,1570,5080,42345,2.187551199191474
7955080270,20141203T000000,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,32,47.4276,-122.157,2020,8720,74590,1.645014967025451
9547205180,20140613T000000,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,49,47.6827,-122.31,1590,3264,75152,3.7575494936280354
2768000400,20141230T000000,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,45,47.6702,-122.362,1730,4700,52166,5.436123276887152
7895500070,20150213T000000,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,0,47.3341,-122.282,1290,7800,80771,3.82557036414108
2078500320,20140620T000000,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,31,47.5301,-122.18,2620,11884,111866,9.460808828695477
5547700270,20140715T000000,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,37,47.6145,-122.027,2470,5669,72556,6.656028220687347
7203220400,20140707T000000,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,29,47.6848,-122.016,3625,5639,65386,1.5828828565304753
9270200160,20141028T000000,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,53,47.6413,-122.364,1580,2640,99311,7.608586321408136
1432701230,20140729T000000,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,32,47.4485,-122.175,1340,8808,74590,1.645014967025451
8035350320,20140718T000000,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,11,47.7443,-121.977,3050,9232,93975,3.6058621460471354
8945200830,20150325T000000,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,13,47.3066,-122.371,1228,8840,96454,9.09667190766058
4178300310,20140716T000000,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,6,47.6194,-122.151,2680,13685,66827,8.23610150756913
9215400105,20150428T000000,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,49,47.6796,-122.301,970,5100,75152,3.7575494936280354
5245600105,20140916T000000,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,61,47.4258,-122.322,1190,9364,97548,8.413278068621812
7231300125,20150217T000000,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,31,47.4934,-122.189,1990,9133,111866,9.460808828695477
7518505990,20141231T000000,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,51,47.6808,-122.384,1410,4080,42345,2.187551199191474
3626039271,20150205T000000,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,51,47.6989,-122.369,1480,6738,42345,2.187551199191474
4217401195,20150303T000000,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,43,47.6571,-122.281,2730,6000,47343,7.250633391944793
9822700295,20140512T000000,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,43,47.6597,-122.29,1950,5000,47343,7.250633391944793
9478500640,20140819T000000,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,26,47.3663,-122.114,2250,4500,43028,0.616765176699452
2799800710,20150407T000000,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,26,47.3663,-122.122,2690,4750,43028,0.616765176699452
7922800400,20140827T000000,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,7,47.588,-122.116,2960,11044,57132,6.443960679528162
8079040320,20150223T000000,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,33,47.5059,-122.149,2270,8542,114771,3.833764962902854
9558200045,20140828T000000,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,61,47.4366,-122.335,1290,8750,97548,8.413278068621812
5072410070,20141021T000000,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,63,47.4428,-122.344,2500,9500,111807,0.04728394878446007
9528102996,20141207T000000,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,49,47.6765,-122.32,1580,3090,75152,3.7575494936280354
1189001180,20140603T000000,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,54,47.6113,-122.297,1440,4080,115431,0.4406895679992051
3253500160,20141120T000000,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,59,47.5747,-122.304,1440,4000,108471,2.74762025511448
3394100030,20140909T000000,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,3,47.5815,-122.192,2750,11049,116432,7.213019115895852
3717000160,20141009T000000,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,0,47.3378,-122.257,2221,4557,80771,3.82557036414108
1274500060,20140825T000000,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,26,47.3621,-122.11,1010,12635,43028,0.616765176699452
1049000060,20150105T000000,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,22,47.7362,-122.179,1640,4745,114293,4.975426957280019
8820901275,20140610T000000,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,55,47.7168,-122.287,1510,7807,99403,9.644902665500542
5416510140,20140710T000000,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,23,47.3608,-122.036,2420,5000,85573,9.408005120116744
4036801170,20141013T000000,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,7,47.6034,-122.125,1680,7500,57132,6.443960679528162
2391600320,20150420T000000,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,50,47.5636,-122.394,890,5060,103412,5.736988607306387
6300000287,20140609T000000,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,57,47.7073,-122.34,1130,5693,87360,8.501499900739413
5104520400,20141202T000000,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,23,47.3512,-122.008,2350,5363,85573,9.408005120116744
7437100340,20141222T000000,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,23,47.349,-122.031,1870,6405,85573,9.408005120116744
9418400240,20141028T000000,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,52,47.5474,-122.291,1720,6720,63603,1.3513515438271706
1523059105,20150128T000000,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,33,47.4811,-122.149,1850,8797,114771,3.833764962902854
1133000671,20140602T000000,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,55,47.7264,-122.31,1570,7203,99403,9.644902665500542
4232902595,20141114T000000,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,53,47.6337,-122.365,2020,4800,99311,7.608586321408136
2599001200,20141103T000000,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,40,47.2909,-122.189,1590,8165,89769,9.999956876397144
3342103156,20140618T000000,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,31,47.5228,-122.199,1900,7349,111866,9.460808828695477
1332700270,20140519T000000,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,31,47.518,-122.194,1950,2025,111866,9.460808828695477
3869900162,20140904T000000,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,58,47.5394,-122.387,1030,1106,52896,8.849177919996018
2791500270,20140522T000000,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,13,47.2897,-122.372,1980,7510,96454,9.09667190766058
5036300431,20150311T000000,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,69,47.6506,-122.391,2520,6250,104035,3.697814783482584
4168000060,20150226T000000,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,13,47.322,-122.351,1350,10500,96454,9.09667190766058
6021501535,20140725T000000,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,51,47.687,-122.386,1570,4500,42345,2.187551199191474
6021501535,20141223T000000,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,51,47.687,-122.386,1570,4500,42345,2.187551199191474
1483300570,20140908T000000,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,25,47.5873,-122.249,1950,6045,53943,8.46243453955626
3422049190,20150330T000000,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,20,47.3576,-122.277,1750,15616,65678,4.669340372932941
1099611230,20140912T000000,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,13,47.3036,-122.378,1160,6400,96454,9.09667190766058
1952200240,20140611T000000,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,41,47.6415,-122.315,2200,4500,88152,9.062866874977301
5200100125,20141027T000000,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,51,47.6775,-122.372,1610,3478,42345,2.187551199191474
2450000295,20141007T000000,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,3,47.5814,-122.196,2370,8113,116432,7.213019115895852
1328310370,20150402T000000,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,32,47.4431,-122.133,2250,8162,74590,1.645014967025451
546000875,20140523T000000,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,51,47.6878,-122.38,1240,4005,42345,2.187551199191474
3530510041,20140723T000000,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,68,47.3813,-122.322,1270,4966,65674,5.271540635830169
3134100116,20140827T000000,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,28,47.6417,-122.109,2500,9433,57197,5.58492769527918
9545230140,20140725T000000,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,15,47.5386,-122.053,1940,9636,93924,3.9779560738167374
3362400511,20150304T000000,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,42,47.6823,-122.349,1380,3536,105821,6.148155589347786
2525310310,20140916T000000,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,23,47.3624,-122.031,1540,11656,85573,9.408005120116744
6126500060,20141124T000000,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,46,47.5474,-122.295,2090,5500,48606,4.6823126776409305
8961960160,20141028T000000,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,0,47.3183,-122.253,2640,8517,80771,3.82557036414108
3362400431,20140626T000000,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,42,47.6824,-122.347,1620,3166,105821,6.148155589347786
4060000240,20140623T000000,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,66,47.5009,-122.248,1190,6780,77716,4.986294890332928
3454800060,20150108T000000,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,64,47.4965,-122.303,1880,9000,66887,6.265081915307206
1695900060,20150511T000000,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,59,47.587,-122.294,1610,4040,108471,2.74762025511448
7278700070,20150102T000000,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,65,47.7728,-122.386,2340,10856,102283,1.0438963030502835
6675500070,20141119T000000,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,22,47.7288,-122.226,1580,9104,114293,4.975426957280019
3626039187,20150406T000000,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,51,47.6999,-122.364,1710,6000,42345,2.187551199191474
3524049083,20141104T000000,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,52,47.5299,-122.266,1850,4400,63603,1.3513515438271706
3275860240,20140618T000000,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,28,47.6897,-122.098,2700,13992,57197,5.58492769527918
4058801670,20140717T000000,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,66,47.5091,-122.244,2660,8712,77716,4.986294890332928
8732020310,20140717T000000,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,13,47.3129,-122.39,2090,8400,96454,9.09667190766058
2331300505,20140613T000000,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,42,47.6763,-122.352,1700,4960,105821,6.148155589347786
7853210060,20150406T000000,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,0,34,47.5319,-121.85,1970,3748,57448,2.792033997964478
3668000070,20150105T000000,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,40,47.2761,-122.152,1420,7680,89769,9.999956876397144
9545240070,20150428T000000,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,15,47.5343,-122.054,2060,9793,93924,3.9779560738167374
8929000270,20140512T000000,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,17,47.5517,-121.998,1690,1662,78318,5.736236688047605
2767602356,20150126T000000,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,45,47.6734,-122.38,1540,2285,52166,5.436123276887152
921049315,20140813T000000,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,2,47.3257,-122.296,1550,19265,45172,7.709272238570907
3655000070,20140805T000000,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,2,47.3309,-122.299,1750,8140,45172,7.709272238570907
4027700812,20140529T000000,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,16,47.7689,-122.266,1550,10436,98727,5.763463623763521
3992700335,20140707T000000,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,55,47.7135,-122.287,1060,5715,99403,9.644902665500542
2767603505,20140507T000000,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,45,47.6722,-122.381,1350,1310,52166,5.436123276887152
4232901525,20140627T000000,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,53,47.6338,-122.358,1170,3600,99311,7.608586321408136
1777500060,20140708T000000,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,5,47.5707,-122.128,2820,9375,91840,8.117827362376559
1432900240,20150508T000000,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,32,47.4563,-122.171,1610,8579,74590,1.645014967025451
6140100875,20150415T000000,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,57,47.7144,-122.351,1560,7940,87360,8.501499900739413
6071600370,20150227T000000,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,5,47.5495,-122.174,2230,8824,91840,8.117827362376559
809001525,20140625T000000,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,47,47.6354,-122.353,2200,4000,72425,6.706304728049503
8075400570,20141030T000000,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,20,47.3887,-122.286,1360,18000,65678,4.669340372932941
1994200024,20141104T000000,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,42,47.6873,-122.336,1450,4599,105821,6.148155589347786
3362900810,20140820T000000,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,42,47.6838,-122.353,1500,3090,105821,6.148155589347786
1324300398,20150409T000000,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,45,47.655,-122.359,1420,5000,52166,5.436123276887152
537000445,20150331T000000,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,2,47.3255,-122.304,1680,8633,45172,7.709272238570907
8960000030,20140728T000000,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,0,32,47.4479,-122.176,1190,7669,74590,1.645014967025451
8731900200,20140807T000000,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,0,13,47.3135,-122.369,1980,7875,96454,9.09667190766058
8029200135,20141113T000000,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,12,47.2086,-121.996,1160,7198,115330,2.0865378291905556
1081200350,20141003T000000,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,1968,0,33,47.4715,-122.118,1730,11180,114771,3.833764962902854
84000105,20140507T000000,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,1962,0,60,47.4877,-122.335,1010,11680,53803,6.790097844500576
3756500060,20150309T000000,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,1962,0,22,47.7171,-122.193,1200,9660,114293,4.975426957280019
7215720160,20150304T000000,900000.0,3,2.5,3400,16603,2.0,0,0,3,10,3400,0,2000,0,38,47.6012,-122.023,3400,12601,50613,9.842673055414076
3574800520,20140620T000000,441000.0,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,1979,0,22,47.7319,-122.224,1710,8152,114293,4.975426957280019
2558660270,20141208T000000,370000.0,3,1.75,1580,7000,1.0,0,0,3,7,1180,400,1976,0,22,47.7209,-122.168,1640,7500,114293,4.975426957280019
2009000370,20150219T000000,269950.0,2,1.75,1340,7250,1.0,0,0,5,5,700,640,1949,0,68,47.408,-122.327,1830,9750,65674,5.271540635830169
1836980160,20150324T000000,807100.0,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,1999,0,5,47.565,-122.125,2920,4500,91840,8.117827362376559
3261020370,20140605T000000,653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,1979,0,22,47.7028,-122.231,2480,8750,114293,4.975426957280019
1755700060,20140611T000000,371500.0,3,2.0,1370,8336,1.0,0,0,5,7,1370,0,1964,0,57,47.7458,-122.331,1770,7288,87360,8.501499900739413
9542800700,20150102T000000,272000.0,3,1.75,2160,7140,1.0,0,0,4,7,1670,490,1978,0,13,47.3026,-122.374,1930,7350,96454,9.09667190766058
1999700045,20140502T000000,313000.0,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,57,47.7658,-122.339,1480,7940,87360,8.501499900739413
1687900520,20140929T000000,673000.0,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,1980,0,5,47.5619,-122.125,2260,8335,91840,8.117827362376559
7234600798,20150210T000000,425000.0,3,2.5,1120,1100,2.0,0,0,3,8,820,300,2008,0,54,47.6106,-122.31,1590,1795,115431,0.4406895679992051
3881900445,20140709T000000,399950.0,5,2.75,1970,5400,1.0,0,0,3,7,1320,650,1986,0,59,47.5868,-122.308,1280,2150,108471,2.74762025511448
2254502445,20140530T000000,385000.0,3,1.0,1220,4800,1.0,0,0,3,6,1220,0,1901,0,54,47.6101,-122.307,1200,4800,115431,0.4406895679992051
5437810320,20141117T000000,269950.0,3,1.5,1950,7560,1.0,0,2,4,7,1320,630,1975,0,12,47.1976,-121.999,1950,8941,115330,2.0865378291905556
9158100075,20150107T000000,330000.0,2,1.0,1350,8220,1.0,0,0,3,7,1060,290,1949,0,65,47.7224,-122.358,1540,8280,102283,1.0438963030502835
3830630310,20140725T000000,260000.0,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,1988,0,18,47.3505,-122.179,1670,6183,88597,3.514198016402755
8123100045,20150414T000000,470000.0,4,3.0,2380,5125,1.5,0,0,4,7,1680,700,1925,0,56,47.5384,-122.376,1410,5375,78687,8.133224917125075
3127200041,20140613T000000,589000.0,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,1961,0,22,47.7044,-122.2,2290,9600,114293,4.975426957280019
6661200320,20140723T000000,163500.0,2,1.5,1050,3419,2.0,0,0,3,7,1050,0,1996,0,23,47.3848,-122.039,1050,3417,85573,9.408005120116744
11510310,20140905T000000,835000.0,4,2.75,3130,13412,2.0,0,0,3,9,2140,990,1993,0,28,47.6993,-122.102,2260,9984,57197,5.58492769527918
8731951370,20150415T000000,269000.0,4,1.75,1490,10000,1.0,0,0,4,8,1100,390,1969,0,13,47.3099,-122.379,2190,8910,96454,9.09667190766058
1954440060,20140505T000000,560000.0,3,2.5,1900,8744,2.0,0,0,3,8,1900,0,1987,0,37,47.62,-122.043,2030,8744,72556,6.656028220687347
2264500350,20150418T000000,615000.0,4,1.0,1330,2400,1.5,0,0,4,6,1330,0,1901,0,42,47.65,-122.34,1330,4400,105821,6.148155589347786
1115810060,20141205T000000,585188.0,3,2.25,2230,10026,1.0,0,0,3,8,1430,800,1975,0,28,47.6647,-122.153,2230,9340,57197,5.58492769527918
9477200200,20140818T000000,305000.0,3,1.75,1650,9480,1.0,0,0,3,7,1220,430,1977,0,22,47.726,-122.191,1540,8400,114293,4.975426957280019
1432600560,20141105T000000,166950.0,3,1.0,1190,8820,1.0,0,0,3,6,1190,0,1959,0,32,47.4616,-122.184,1230,7980,74590,1.645014967025451
2287000060,20140912T000000,799000.0,3,2.5,2140,9897,1.0,0,0,4,8,2140,0,1959,0,25,47.5505,-122.219,2680,10083,53943,8.46243453955626
3663500060,20140625T000000,400000.0,3,2.5,2180,7508,1.0,0,0,4,7,1420,760,1962,0,57,47.7606,-122.336,1900,7818,87360,8.501499900739413
3996900125,20141201T000000,230000.0,3,1.0,1060,10228,1.0,0,0,3,7,1060,0,1948,0,62,47.7481,-122.3,1570,10228,64938,0.03692304437077798
7796450200,20140515T000000,256883.0,3,2.5,1690,5025,2.0,0,0,3,8,1690,0,2003,0,13,47.2779,-122.347,2550,5001,96454,9.09667190766058
7549802535,20141111T000000,423000.0,4,2.0,1970,6480,1.5,0,0,5,7,1130,840,1920,0,46,47.5511,-122.312,1500,6480,48606,4.6823126776409305
3278600320,20140723T000000,465000.0,3,2.5,2150,4084,2.0,0,0,3,8,2150,0,2007,0,56,47.5488,-122.372,1750,2385,78687,8.133224917125075
3542300060,20150311T000000,210000.0,3,1.0,860,11725,1.0,0,0,4,6,860,0,1943,0,31,47.5093,-122.184,1300,9514,111866,9.460808828695477
2222059065,20141112T000000,297000.0,3,2.5,1940,14952,2.0,0,0,3,8,1940,0,1994,0,26,47.3777,-122.165,2030,10450,43028,0.616765176699452
7551300060,20140716T000000,470000.0,3,1.0,1010,5000,1.0,0,0,3,7,1010,0,1952,0,45,47.675,-122.394,1680,5000,52166,5.436123276887152
